zip_code,boroname,total_population,median_household_income,median_household_income_filled,nearest_tj_distance_miles,subway_station_count,area_sq_miles,population_density,income_percentile,transit_access_tier,is_tj_gap,log_population_density
10279,Manhattan,181,250001.0,250001.0,0.9248705260456259,1.0,0.00417177009734513,43386.85876174875,0.9951456310679612,low,0,10.677934928917157
11231,Brooklyn,39704,138485.0,138485.0,1.0315070519087157,1.0,1.45078468000962,27367.25893723714,0.8737864077669902,low,0,10.217139187926522
10459,Bronx,49753,39276.0,39276.0,3.0378800108689257,5.0,0.8313646196041763,59844.98116324467,0.04854368932038835,high,1,10.99952956024776
11363,Queens,7515,110833.0,110833.0,6.349899015941417,0.0,0.8777592231383329,8561.573381286651,0.7815533980582524,low,1,9.05515605261103
11692,Queens,23247,49507.0,49507.0,8.830337636606151,2.0,1.1146605445814155,20855.676746618734,0.10679611650485436,medium,1,9.94542940362059
11359,Queens,0,,86543.0,6.055617008984953,0.0,0.2503387641434883,0.0,0.5024271844660194,low,1,0.0
11005,Queens,2195,91719.0,91719.0,7.407255717794687,0.0,0.1834528956399913,11964.924251222925,0.6262135922330098,low,1,9.389818243595904
10167,Manhattan,0,,86543.0,0.7726204501405894,0.0,0.0047861546116003805,0.0,0.5024271844660194,low,0,0.0
10169,Manhattan,0,,86543.0,0.7433948240819355,0.0,0.002083315311644692,0.0,0.5024271844660194,low,0,0.0
10103,Manhattan,0,,86543.0,0.86057414856881,0.0,0.009565853824366737,0.0,0.5024271844660194,low,0,0.0
10112,Manhattan,0,,86543.0,0.9306754012612768,0.0,0.009600499000242093,0.0,0.5024271844660194,low,0,0.0
11236,Brooklyn,95174,82813.0,82813.0,5.428162842490072,2.0,3.598907329523777,26445.24887296663,0.35436893203883496,medium,1,10.182869607681527
11212,Brooklyn,87946,40060.0,40060.0,4.247968132118801,7.0,1.545368197445804,56909.41495066211,0.05339805825242718,high,1,10.949233642919422
11249,Brooklyn,45353,121400.0,121400.0,0.3880956422833311,0.0,0.714702328259171,63457.18798827494,0.8203883495145631,low,0,11.058136511125285
11356,Queens,26956,91445.0,91445.0,4.307440004447829,0.0,1.581461833314797,17044.98928279497,0.6213592233009708,low,1,9.74367022235947
10475,Bronx,42771,62383.0,62383.0,7.774585012392201,0.0,1.3048176452458955,32779.29307274176,0.16990291262135923,low,1,10.397582792854003
11371,Queens,0,,86543.0,3.80809457360964,0.0,1.0953996911946202,0.0,0.5024271844660194,low,1,0.0
10031,Manhattan,60305,65067.0,65067.0,1.168878742001852,4.0,0.6691315780388714,90124.2774653459,0.21359223300970873,medium,0,11.408955953254866
11233,Brooklyn,82711,62034.0,62034.0,3.4900520847631697,5.0,1.348930903354717,61315.96495736163,0.16019417475728157,high,1,11.023811836610166
10030,Manhattan,30781,42738.0,42738.0,0.7182522258271015,2.0,0.27725996962084754,111018.55072008035,0.07281553398058252,medium,0,11.61746159739828
10312,Staten Island,63345,111434.0,111434.0,2.487204368494696,3.0,6.9248811537305235,9147.449406532447,0.7864077669902912,medium,0,9.121339680142015
11434,Queens,67611,76668.0,76668.0,4.916997544682242,0.0,3.286369929261867,20573.155626209653,0.3058252427184466,low,1,9.93179098587981
11433,Queens,37777,71177.0,71177.0,3.6401155562484333,1.0,1.5308682808163423,24676.845469588832,0.24271844660194175,low,1,10.11366117556955
10460,Bronx,61101,36067.0,36067.0,4.256897406573465,3.0,1.5139621572768154,40358.34033652678,0.024271844660194174,medium,1,10.60557812984752
11691,Queens,68704,57027.0,57027.0,9.101366448143931,4.0,2.7816313942677113,24699.174786991116,0.1407766990291262,medium,1,10.114565598987433
11239,Brooklyn,16047,35675.0,35675.0,4.45640899979682,0.0,1.934438843578929,8295.428957739108,0.014563106796116505,low,1,9.023580455146769
10002,Manhattan,75517,46525.0,46525.0,0.015793563248707506,5.0,0.8222873294609808,91837.72787731302,0.08737864077669903,high,0,11.427789359947367
10005,Manhattan,9238,211810.0,211810.0,1.3417952625395277,3.0,0.07286644398552715,126779.89338734392,0.9805825242718447,medium,0,11.750215626566318
10006,Manhattan,4475,209972.0,209972.0,1.1994160654996713,3.0,0.09676949903425415,46243.90995778488,0.9757281553398058,medium,0,10.741706681917266
11413,Queens,45072,114766.0,114766.0,6.254436910975972,0.0,3.0332555635338014,14859.282067050839,0.7912621359223301,low,1,9.606447299723555
10466,Bronx,74061,66328.0,66328.0,7.760018107701695,4.0,2.016507782273619,36727.35639854362,0.21844660194174756,medium,1,10.511304389610567
10013,Manhattan,28215,159474.0,159474.0,0.39038881583339713,8.0,0.5443672058510678,51830.82246089468,0.9271844660194175,high,0,10.855759572844073
10451,Bronx,48975,37111.0,37111.0,1.4665803147492968,4.0,1.0600283800218473,46201.59320544854,0.03398058252427184,medium,0,10.740791205482665
