name,total_population,median_household_income,zip_code
ZCTA5 13152,7548,102727.0,13152
ZCTA5 13153,510,147901.0,13153
ZCTA5 13154,38,,13154
ZCTA5 13155,654,66146.0,13155
ZCTA5 13156,2108,70662.0,13156
ZCTA5 13157,547,53125.0,13157
ZCTA5 13158,1377,80809.0,13158
ZCTA5 13159,5297,94809.0,13159
ZCTA5 13160,2321,88750.0,13160
ZCTA5 13162,150,,13162
ZCTA5 13163,334,77500.0,13163
ZCTA5 13164,2695,81212.0,13164
ZCTA5 13165,9429,63915.0,13165
ZCTA5 13166,5667,76484.0,13166
ZCTA5 13167,2984,74700.0,13167
ZCTA5 13202,6842,27365.0,13202
ZCTA5 13203,17387,46526.0,13203
ZCTA5 13204,19511,42585.0,13204
ZCTA5 13205,18562,39171.0,13205
ZCTA5 13206,16848,60314.0,13206
ZCTA5 13207,12383,59495.0,13207
ZCTA5 13208,22549,40641.0,13208
ZCTA5 13209,12995,67307.0,13209
ZCTA5 13210,19298,38783.0,13210
ZCTA5 13211,6155,67672.0,13211
ZCTA5 13212,20185,74931.0,13212
ZCTA5 13214,8713,93200.0,13214
ZCTA5 13215,14599,112328.0,13215
ZCTA5 13219,15546,81414.0,13219
ZCTA5 13224,8638,81667.0,13224
ZCTA5 13244,8816,,13244
ZCTA5 13290,0,,13290
ZCTA5 13301,113,124559.0,13301
ZCTA5 13302,1403,55156.0,13302
ZCTA5 13303,1455,86012.0,13303
ZCTA5 13304,1841,105313.0,13304
ZCTA5 13305,421,,13305
ZCTA5 13308,4239,86072.0,13308
ZCTA5 13309,5828,70377.0,13309
ZCTA5 13310,731,98182.0,13310
ZCTA5 13312,288,71172.0,13312
ZCTA5 13313,562,36328.0,13313
ZCTA5 13314,145,38750.0,13314
ZCTA5 13315,1239,65417.0,13315
ZCTA5 13316,5924,62941.0,13316
ZCTA5 13317,3970,69250.0,13317
ZCTA5 13318,982,78125.0,13318
ZCTA5 13319,434,72726.0,13319
ZCTA5 13320,2027,80956.0,13320
ZCTA5 13321,815,58508.0,13321
ZCTA5 13322,1059,92250.0,13322
ZCTA5 13323,11014,82060.0,13323
ZCTA5 13324,1714,80313.0,13324
ZCTA5 13325,882,66458.0,13325
ZCTA5 13326,4536,70977.0,13326
ZCTA5 13327,1956,61250.0,13327
ZCTA5 13328,1302,95000.0,13328
ZCTA5 13329,3326,57014.0,13329
ZCTA5 13331,175,64500.0,13331
ZCTA5 13332,2695,74511.0,13332
ZCTA5 13333,40,76250.0,13333
ZCTA5 13334,887,50875.0,13334
ZCTA5 13335,1388,54048.0,13335
ZCTA5 13337,690,74821.0,13337
ZCTA5 13338,1293,58393.0,13338
ZCTA5 13339,6131,57885.0,13339
ZCTA5 13340,7322,69928.0,13340
ZCTA5 13342,263,81023.0,13342
ZCTA5 13343,1543,68514.0,13343
ZCTA5 13345,184,51250.0,13345
ZCTA5 13346,6275,65391.0,13346
ZCTA5 13348,1529,77903.0,13348
ZCTA5 13350,9641,62548.0,13350
ZCTA5 13352,21,,13352
ZCTA5 13353,54,79375.0,13353
ZCTA5 13354,3124,92750.0,13354
ZCTA5 13355,883,70250.0,13355
ZCTA5 13357,10073,62500.0,13357
ZCTA5 13360,193,117708.0,13360
ZCTA5 13361,666,100000.0,13361
ZCTA5 13363,2290,88427.0,13363
ZCTA5 13364,359,77739.0,13364
ZCTA5 13365,8545,60458.0,13365
ZCTA5 13367,8786,70781.0,13367
ZCTA5 13368,1025,60000.0,13368
ZCTA5 13402,1295,62204.0,13402
ZCTA5 13403,7133,100060.0,13403
ZCTA5 13404,162,,13404
ZCTA5 13406,491,98000.0,13406
ZCTA5 13407,5125,72700.0,13407
ZCTA5 13408,3422,64762.0,13408
ZCTA5 13409,2123,69103.0,13409
ZCTA5 13410,575,,13410
ZCTA5 13411,2920,58651.0,13411
ZCTA5 13413,16940,91899.0,13413
ZCTA5 13415,92,85417.0,13415
ZCTA5 13416,2120,83125.0,13416
ZCTA5 13417,3012,56055.0,13417
ZCTA5 13418,186,113125.0,13418
ZCTA5 13420,890,107770.0,13420
ZCTA5 13421,12742,63732.0,13421
ZCTA5 13424,2285,90179.0,13424
ZCTA5 13425,1743,64628.0,13425
ZCTA5 13428,1470,73250.0,13428
ZCTA5 13431,1929,83200.0,13431
ZCTA5 13433,1708,49696.0,13433
ZCTA5 13435,337,46413.0,13435
ZCTA5 13436,107,74167.0,13436
ZCTA5 13437,254,48375.0,13437
ZCTA5 13438,3310,68140.0,13438
ZCTA5 13439,3667,63681.0,13439
ZCTA5 13440,41273,65497.0,13440
ZCTA5 13441,145,95857.0,13441
ZCTA5 13450,251,62000.0,13450
ZCTA5 13452,4850,65890.0,13452
ZCTA5 13454,754,100156.0,13454
ZCTA5 13455,71,,13455
ZCTA5 13456,4103,90893.0,13456
ZCTA5 13457,38,,13457
ZCTA5 13459,2034,64115.0,13459
ZCTA5 13460,4286,63316.0,13460
ZCTA5 13461,3046,88103.0,13461
ZCTA5 13464,1154,55711.0,13464
ZCTA5 13468,305,61979.0,13468
ZCTA5 13469,1107,108798.0,13469
ZCTA5 13470,771,64028.0,13470
ZCTA5 13471,2692,67898.0,13471
ZCTA5 13472,277,,13472
ZCTA5 13473,1060,100477.0,13473
ZCTA5 13475,49,77917.0,13475
ZCTA5 13476,2540,63480.0,13476
ZCTA5 13477,1468,63500.0,13477
ZCTA5 13478,3331,77195.0,13478
ZCTA5 13480,3454,78125.0,13480
ZCTA5 13482,73,56477.0,13482
ZCTA5 13483,405,113000.0,13483
ZCTA5 13484,103,,13484
ZCTA5 13485,1715,67989.0,13485
ZCTA5 13486,691,84792.0,13486
ZCTA5 13488,130,61250.0,13488
ZCTA5 13489,508,87115.0,13489
ZCTA5 13490,1346,98750.0,13490
ZCTA5 13491,3570,72500.0,13491
ZCTA5 13492,11233,84543.0,13492
ZCTA5 13493,2355,60735.0,13493
ZCTA5 13494,312,100208.0,13494
ZCTA5 13495,1889,63517.0,13495
ZCTA5 13501,40235,49771.0,13501
ZCTA5 13502,33241,59530.0,13502
ZCTA5 13601,37409,57503.0,13601
ZCTA5 13602,2700,,13602
ZCTA5 13603,13973,64028.0,13603
ZCTA5 13605,5106,70947.0,13605
ZCTA5 13606,2397,90694.0,13606
ZCTA5 13607,2061,58167.0,13607
ZCTA5 13608,1845,75673.0,13608
ZCTA5 13611,265,54750.0,13611
ZCTA5 13612,2940,67106.0,13612
ZCTA5 13613,2733,57026.0,13613
ZCTA5 13614,287,36250.0,13614
ZCTA5 13615,538,78750.0,13615
ZCTA5 13616,1560,47110.0,13616
ZCTA5 13617,12294,72652.0,13617
ZCTA5 13618,1696,61500.0,13618
ZCTA5 13619,10774,63549.0,13619
ZCTA5 13620,2150,62574.0,13620
ZCTA5 13621,683,63125.0,13621
ZCTA5 13622,2100,78136.0,13622
ZCTA5 13623,76,43977.0,13623
ZCTA5 13624,4438,79167.0,13624
ZCTA5 13625,1689,76711.0,13625
ZCTA5 13626,2322,75662.0,13626
ZCTA5 13628,185,53750.0,13628
ZCTA5 13630,1307,67000.0,13630
ZCTA5 13632,128,,13632
ZCTA5 13633,378,62917.0,13633
ZCTA5 13634,3866,90461.0,13634
ZCTA5 13635,1283,74583.0,13635
ZCTA5 13636,184,52500.0,13636
ZCTA5 13637,5280,62786.0,13637
ZCTA5 13638,172,79750.0,13638
ZCTA5 13639,23,21346.0,13639
ZCTA5 13640,305,92422.0,13640
ZCTA5 13641,69,58875.0,13641
ZCTA5 13642,9018,47452.0,13642
ZCTA5 13643,20,,13643
ZCTA5 13645,0,,13645
ZCTA5 13646,2373,67344.0,13646
ZCTA5 13647,159,,13647
ZCTA5 13648,2236,65000.0,13648
ZCTA5 13649,58,,13649
ZCTA5 13650,1268,91458.0,13650
ZCTA5 13651,127,98333.0,13651
ZCTA5 13652,1876,65203.0,13652
ZCTA5 13654,2370,71389.0,13654
ZCTA5 13655,3705,69089.0,13655
ZCTA5 13656,2945,62250.0,13656
ZCTA5 13658,2028,62102.0,13658
ZCTA5 13659,371,59423.0,13659
ZCTA5 13660,1953,71964.0,13660
ZCTA5 13661,2043,83192.0,13661
ZCTA5 13662,15737,56987.0,13662
ZCTA5 13664,401,75909.0,13664
ZCTA5 13665,686,59625.0,13665
ZCTA5 13666,236,32679.0,13666
ZCTA5 13667,3460,57114.0,13667
ZCTA5 13668,3313,78286.0,13668
ZCTA5 13669,15615,66488.0,13669
ZCTA5 13670,382,32500.0,13670
ZCTA5 13672,408,73448.0,13672
ZCTA5 13673,1983,75758.0,13673
ZCTA5 13674,154,,13674
ZCTA5 13675,51,,13675
ZCTA5 13676,13408,56900.0,13676
ZCTA5 13678,19,,13678
ZCTA5 13679,1169,102826.0,13679
ZCTA5 13680,1417,73000.0,13680
ZCTA5 13681,941,46797.0,13681
ZCTA5 13682,795,84375.0,13682
ZCTA5 13683,58,,13683
ZCTA5 13684,1105,56250.0,13684
ZCTA5 13685,2234,85195.0,13685
ZCTA5 13687,421,43355.0,13687
ZCTA5 13690,651,58611.0,13690
ZCTA5 13691,3172,75750.0,13691
ZCTA5 13692,216,161500.0,13692
ZCTA5 13693,315,44375.0,13693
ZCTA5 13694,1232,77308.0,13694
ZCTA5 13695,169,116250.0,13695
ZCTA5 13696,188,55401.0,13696
ZCTA5 13697,1951,73324.0,13697
ZCTA5 13699,2123,,13699
ZCTA5 13730,2763,61466.0,13730
ZCTA5 13731,1102,76429.0,13731
ZCTA5 13732,7438,89180.0,13732
ZCTA5 13733,5265,59019.0,13733
ZCTA5 13734,2243,66343.0,13734
ZCTA5 13736,1887,64934.0,13736
ZCTA5 13738,22,,13738
ZCTA5 13739,792,61719.0,13739
ZCTA5 13740,607,78333.0,13740
ZCTA5 13743,2893,56919.0,13743
ZCTA5 13744,1284,63125.0,13744
ZCTA5 13746,2432,58250.0,13746
ZCTA5 13747,0,,13747
ZCTA5 13748,3722,68486.0,13748
ZCTA5 13750,588,64940.0,13750
ZCTA5 13751,334,154761.0,13751
ZCTA5 13752,913,71667.0,13752
ZCTA5 13753,5629,70991.0,13753
ZCTA5 13754,2793,59583.0,13754
ZCTA5 13755,737,49205.0,13755
ZCTA5 13756,665,71458.0,13756
ZCTA5 13757,1121,72557.0,13757
ZCTA5 13760,42880,63242.0,13760
ZCTA5 13774,230,68083.0,13774
ZCTA5 13775,1839,76875.0,13775
ZCTA5 13776,395,72000.0,13776
ZCTA5 13777,445,71500.0,13777
ZCTA5 13778,5139,67050.0,13778
ZCTA5 13780,842,75278.0,13780
ZCTA5 13782,797,51719.0,13782
ZCTA5 13783,2200,56176.0,13783
ZCTA5 13784,383,73265.0,13784
ZCTA5 13786,440,50833.0,13786
ZCTA5 13787,3120,66733.0,13787
ZCTA5 13788,950,95329.0,13788
ZCTA5 13790,18560,54764.0,13790
ZCTA5 13795,3180,56847.0,13795
ZCTA5 13796,915,63750.0,13796
ZCTA5 13797,2105,71250.0,13797
ZCTA5 13801,1533,66985.0,13801
ZCTA5 13802,1206,,13802
ZCTA5 13803,3936,62537.0,13803
ZCTA5 13804,266,58056.0,13804
ZCTA5 13806,168,,13806
ZCTA5 13807,1260,86250.0,13807
ZCTA5 13808,1486,60682.0,13808
ZCTA5 13809,1688,56071.0,13809
ZCTA5 13810,1195,90577.0,13810
ZCTA5 13811,4102,80900.0,13811
ZCTA5 13812,2313,74450.0,13812
ZCTA5 13813,1148,83952.0,13813
ZCTA5 13814,28,,13814
ZCTA5 13815,12855,59757.0,13815
ZCTA5 13820,22954,66217.0,13820
ZCTA5 13825,2785,73966.0,13825
ZCTA5 13826,68,,13826
ZCTA5 13827,11713,70796.0,13827
ZCTA5 13830,4826,62267.0,13830
ZCTA5 13832,513,70625.0,13832
ZCTA5 13833,4176,58533.0,13833
ZCTA5 13834,108,52974.0,13834
ZCTA5 13835,1182,71688.0,13835
ZCTA5 13838,4185,51287.0,13838
ZCTA5 13839,1362,52292.0,13839
ZCTA5 13841,394,53125.0,13841
ZCTA5 13842,607,78333.0,13842
ZCTA5 13843,2014,76583.0,13843
ZCTA5 13844,543,66635.0,13844
ZCTA5 13846,259,29609.0,13846
ZCTA5 13847,15,,13847
ZCTA5 13849,4351,55884.0,13849
ZCTA5 13850,23675,81627.0,13850
ZCTA5 13856,5915,48852.0,13856
ZCTA5 13859,119,68182.0,13859
ZCTA5 13860,266,138967.0,13860
ZCTA5 13861,450,57047.0,13861
ZCTA5 13862,3667,61623.0,13862
ZCTA5 13863,430,71188.0,13863
ZCTA5 13864,1421,53015.0,13864
ZCTA5 13865,5823,71302.0,13865
ZCTA5 13901,19730,54165.0,13901
ZCTA5 13902,6921,,13902
ZCTA5 13903,17528,61244.0,13903
ZCTA5 13904,9138,56794.0,13904
ZCTA5 13905,28370,53757.0,13905
ZCTA5 14001,9122,73786.0,14001
ZCTA5 14004,11312,88011.0,14004
ZCTA5 14005,1788,94931.0,14005
ZCTA5 14006,9354,62019.0,14006
ZCTA5 14008,1484,68452.0,14008
ZCTA5 14009,5787,61715.0,14009
ZCTA5 14011,7382,73750.0,14011
ZCTA5 14012,2944,72333.0,14012
ZCTA5 14013,1612,73350.0,14013
ZCTA5 14020,22209,59834.0,14020
ZCTA5 14024,1606,73125.0,14024
ZCTA5 14025,3445,109542.0,14025
ZCTA5 14026,561,86023.0,14026
ZCTA5 14027,143,,14027
ZCTA5 14028,1377,73571.0,14028
ZCTA5 14029,31,,14029
ZCTA5 14030,2051,84792.0,14030
ZCTA5 14031,9741,99639.0,14031
ZCTA5 14032,10359,160079.0,14032
ZCTA5 14033,1412,84167.0,14033
ZCTA5 14034,2175,61384.0,14034
ZCTA5 14035,69,91250.0,14035
ZCTA5 14036,5745,91806.0,14036
ZCTA5 14037,923,87955.0,14037
ZCTA5 14039,101,,14039
ZCTA5 14040,1635,85820.0,14040
ZCTA5 14041,204,,14041
ZCTA5 14042,4207,50625.0,14042
ZCTA5 14043,24799,73373.0,14043
ZCTA5 14047,6072,76525.0,14047
ZCTA5 14048,14949,52971.0,14048
ZCTA5 14051,20333,126895.0,14051
ZCTA5 14052,17501,103474.0,14052
ZCTA5 14054,1359,80903.0,14054
ZCTA5 14055,1300,48621.0,14055
ZCTA5 14056,205,,14056
ZCTA5 14057,7632,88750.0,14057
ZCTA5 14058,2649,102039.0,14058
ZCTA5 14059,9413,101698.0,14059
ZCTA5 14060,346,79145.0,14060
ZCTA5 14061,101,,14061
ZCTA5 14062,3220,74667.0,14062
ZCTA5 14063,12722,55629.0,14063
ZCTA5 14065,1769,61125.0,14065
ZCTA5 14066,1004,69688.0,14066
ZCTA5 14067,4063,90625.0,14067
ZCTA5 14068,8504,120021.0,14068
ZCTA5 14069,492,56360.0,14069
ZCTA5 14070,5437,51620.0,14070
ZCTA5 14072,21441,107036.0,14072
ZCTA5 14075,44588,82083.0,14075
ZCTA5 14080,4434,76674.0,14080
ZCTA5 14081,2736,63672.0,14081
ZCTA5 14082,566,102563.0,14082
ZCTA5 14083,20,,14083
ZCTA5 14085,8439,124286.0,14085
ZCTA5 14086,35659,95949.0,14086
ZCTA5 14091,1402,80086.0,14091
ZCTA5 14092,10318,67835.0,14092
ZCTA5 14094,50526,73354.0,14094
ZCTA5 14098,2968,73750.0,14098
ZCTA5 14101,1984,70083.0,14101
ZCTA5 14102,1894,122659.0,14102
ZCTA5 14103,10836,68781.0,14103
ZCTA5 14105,5113,85208.0,14105
ZCTA5 14108,5301,72977.0,14108
ZCTA5 14109,1341,,14109
ZCTA5 14111,3125,79474.0,14111
ZCTA5 14112,38,,14112
ZCTA5 14113,646,95313.0,14113
ZCTA5 14120,44379,76608.0,14120
ZCTA5 14125,3668,63603.0,14125
ZCTA5 14126,301,148462.0,14126
ZCTA5 14127,30783,106071.0,14127
ZCTA5 14129,1228,68036.0,14129
ZCTA5 14130,110,69000.0,14130
ZCTA5 14131,5339,91424.0,14131
ZCTA5 14132,6432,102244.0,14132
ZCTA5 14134,57,,14134
ZCTA5 14135,109,,14135
ZCTA5 14136,5274,68875.0,14136
ZCTA5 14138,2019,57239.0,14138
ZCTA5 14139,2093,78317.0,14139
ZCTA5 14141,7624,71837.0,14141
ZCTA5 14143,1230,94688.0,14143
ZCTA5 14145,1275,87708.0,14145
ZCTA5 14150,41585,70294.0,14150
ZCTA5 14166,182,96616.0,14166
ZCTA5 14167,1931,69110.0,14167
ZCTA5 14168,90,73438.0,14168
ZCTA5 14169,84,59149.0,14169
ZCTA5 14170,2200,112665.0,14170
ZCTA5 14171,1736,70417.0,14171
ZCTA5 14172,3019,76094.0,14172
ZCTA5 14173,183,,14173
ZCTA5 14174,5768,78922.0,14174
ZCTA5 14201,12545,34204.0,14201
ZCTA5 14202,3764,47990.0,14202
ZCTA5 14203,2526,48529.0,14203
ZCTA5 14204,7748,26000.0,14204
ZCTA5 14206,22427,46842.0,14206
ZCTA5 14207,25731,38951.0,14207
ZCTA5 14208,12731,46940.0,14208
ZCTA5 14209,8373,49359.0,14209
ZCTA5 14210,15454,51059.0,14210
ZCTA5 14211,23951,34490.0,14211
ZCTA5 14212,13603,35517.0,14212
ZCTA5 14213,23072,52597.0,14213
ZCTA5 14214,21162,56573.0,14214
ZCTA5 14215,42813,43326.0,14215
ZCTA5 14216,23221,70260.0,14216
ZCTA5 14217,22566,72205.0,14217
ZCTA5 14218,20661,50484.0,14218
ZCTA5 14219,10894,75465.0,14219
ZCTA5 14220,23786,68337.0,14220
ZCTA5 14221,55153,101275.0,14221
ZCTA5 14222,15440,83692.0,14222
ZCTA5 14223,22363,83528.0,14223
ZCTA5 14224,41101,76250.0,14224
ZCTA5 14225,33801,65562.0,14225
ZCTA5 14226,29482,83023.0,14226
ZCTA5 14227,21669,67349.0,14227
ZCTA5 14228,24345,72426.0,14228
ZCTA5 14260,857,,14260
ZCTA5 14261,4970,,14261
ZCTA5 14301,11448,37650.0,14301
ZCTA5 14302,209,,14302
ZCTA5 14303,6210,45519.0,14303
ZCTA5 14304,28965,64756.0,14304
ZCTA5 14305,16433,49588.0,14305
ZCTA5 14411,12479,53626.0,14411
ZCTA5 14413,81,,14413
ZCTA5 14414,6722,73964.0,14414
ZCTA5 14415,132,,14415
ZCTA5 14416,3908,80298.0,14416
ZCTA5 14418,1147,53750.0,14418
ZCTA5 14420,20097,69716.0,14420
ZCTA5 14422,1693,81765.0,14422
ZCTA5 14423,4829,80129.0,14423
ZCTA5 14424,28851,79135.0,14424
ZCTA5 14425,13582,92010.0,14425
ZCTA5 14427,1875,63571.0,14427
ZCTA5 14428,7986,86711.0,14428
ZCTA5 14432,5583,69750.0,14432
ZCTA5 14433,4319,67656.0,14433
ZCTA5 14435,2398,68472.0,14435
ZCTA5 14437,8970,64807.0,14437
ZCTA5 14441,339,68571.0,14441
ZCTA5 14445,7604,72250.0,14445
ZCTA5 14450,43063,109543.0,14450
ZCTA5 14453,0,,14453
ZCTA5 14454,11044,66629.0,14454
ZCTA5 14456,19864,74691.0,14456
ZCTA5 14462,765,77368.0,14462
ZCTA5 14463,258,48889.0,14463
ZCTA5 14464,6725,75583.0,14464
ZCTA5 14466,1656,101607.0,14466
ZCTA5 14467,10468,88548.0,14467
ZCTA5 14468,19119,97476.0,14468
ZCTA5 14469,5789,70914.0,14469
ZCTA5 14470,7765,63201.0,14470
ZCTA5 14471,2792,75873.0,14471
ZCTA5 14472,9156,128456.0,14472
ZCTA5 14475,253,121382.0,14475
ZCTA5 14476,2456,92708.0,14476
ZCTA5 14477,1779,93558.0,14477
ZCTA5 14478,1393,93235.0,14478
ZCTA5 14479,61,,14479
ZCTA5 14480,532,54618.0,14480
ZCTA5 14481,1883,76154.0,14481
ZCTA5 14482,8233,77581.0,14482
ZCTA5 14485,4163,79375.0,14485
ZCTA5 14486,374,,14486
ZCTA5 14487,5632,90714.0,14487
ZCTA5 14489,7016,67169.0,14489
ZCTA5 14502,10515,83224.0,14502
ZCTA5 14504,1655,61172.0,14504
ZCTA5 14505,5165,86188.0,14505
ZCTA5 14506,866,95625.0,14506
ZCTA5 14507,1233,74063.0,14507
ZCTA5 14510,4781,61099.0,14510
ZCTA5 14511,529,54958.0,14511
ZCTA5 14512,4908,69808.0,14512
ZCTA5 14513,13501,61117.0,14513
ZCTA5 14514,5979,80453.0,14514
ZCTA5 14515,146,,14515
ZCTA5 14516,2184,71902.0,14516
ZCTA5 14517,2588,58045.0,14517
ZCTA5 14519,12487,91331.0,14519
ZCTA5 14521,3282,59700.0,14521
ZCTA5 14522,9230,80368.0,14522
ZCTA5 14525,2532,81711.0,14525
ZCTA5 14526,19348,110566.0,14526
ZCTA5 14527,12444,65212.0,14527
ZCTA5 14529,76,70625.0,14529
ZCTA5 14530,6396,66168.0,14530
ZCTA5 14532,3933,71667.0,14532
ZCTA5 14533,1754,68565.0,14533
ZCTA5 14534,33361,144832.0,14534
ZCTA5 14536,663,62348.0,14536
ZCTA5 14537,217,,14537
ZCTA5 14539,115,121250.0,14539
ZCTA5 14541,3523,78125.0,14541
ZCTA5 14542,33,,14542
ZCTA5 14543,3301,118868.0,14543
ZCTA5 14544,2274,58173.0,14544
ZCTA5 14545,136,103250.0,14545
ZCTA5 14546,4585,82578.0,14546
ZCTA5 14548,3695,84943.0,14548
ZCTA5 14549,404,,14549
ZCTA5 14550,1273,56250.0,14550
ZCTA5 14551,4969,53462.0,14551
ZCTA5 14555,1206,77500.0,14555
ZCTA5 14556,902,,14556
ZCTA5 14557,139,,14557
ZCTA5 14559,17646,91021.0,14559
ZCTA5 14560,2392,74306.0,14560
ZCTA5 14561,2198,76743.0,14561
ZCTA5 14564,16257,111293.0,14564
ZCTA5 14568,6023,103750.0,14568
ZCTA5 14569,6372,61809.0,14569
ZCTA5 14571,1001,81000.0,14571
ZCTA5 14572,4745,68125.0,14572
ZCTA5 14580,54466,95499.0,14580
ZCTA5 14585,167,40074.0,14585
ZCTA5 14586,13056,122833.0,14586
ZCTA5 14588,0,,14588
ZCTA5 14589,7904,84806.0,14589
ZCTA5 14590,5264,56026.0,14590
ZCTA5 14591,1453,84750.0,14591
ZCTA5 14592,119,72344.0,14592
ZCTA5 14604,2708,63672.0,14604
ZCTA5 14605,11796,23255.0,14605
ZCTA5 14606,27478,57287.0,14606
ZCTA5 14607,17577,56270.0,14607
ZCTA5 14608,12417,39537.0,14608
ZCTA5 14609,40171,61933.0,14609
ZCTA5 14610,14082,83260.0,14610
ZCTA5 14611,17595,29870.0,14611
ZCTA5 14612,35339,81598.0,14612
ZCTA5 14613,14740,33370.0,14613
ZCTA5 14614,1112,63452.0,14614
ZCTA5 14615,18255,53150.0,14615
ZCTA5 14616,26837,62564.0,14616
ZCTA5 14617,21287,89530.0,14617
ZCTA5 14618,24621,122647.0,14618
ZCTA5 14619,14223,66345.0,14619
ZCTA5 14620,22866,59525.0,14620
ZCTA5 14621,33349,36534.0,14621
ZCTA5 14622,12794,73683.0,14622
ZCTA5 14623,25689,61088.0,14623
ZCTA5 14624,38834,86046.0,14624
ZCTA5 14625,10667,107246.0,14625
ZCTA5 14626,29210,78785.0,14626
ZCTA5 14627,3008,,14627
ZCTA5 14642,0,,14642
ZCTA5 14701,39207,50909.0,14701
ZCTA5 14706,6118,76029.0,14706
ZCTA5 14707,113,38750.0,14707
ZCTA5 14708,139,73750.0,14708
ZCTA5 14709,1190,51042.0,14709
ZCTA5 14710,2951,64782.0,14710
ZCTA5 14711,1861,59828.0,14711
ZCTA5 14712,3079,77423.0,14712
ZCTA5 14714,556,102125.0,14714
ZCTA5 14715,2374,51641.0,14715
ZCTA5 14716,2343,54697.0,14716
ZCTA5 14717,612,77813.0,14717
ZCTA5 14718,1961,58594.0,14718
ZCTA5 14719,3334,61115.0,14719
ZCTA5 14720,853,43333.0,14720
ZCTA5 14721,176,53984.0,14721
ZCTA5 14722,292,,14722
ZCTA5 14723,1060,63611.0,14723
ZCTA5 14724,3099,77679.0,14724
ZCTA5 14726,2681,62679.0,14726
ZCTA5 14727,5039,67316.0,14727
ZCTA5 14728,856,62143.0,14728
ZCTA5 14729,768,70000.0,14729
ZCTA5 14731,1198,64091.0,14731
ZCTA5 14732,26,,14732
ZCTA5 14733,3201,56157.0,14733
ZCTA5 14735,2609,66842.0,14735
ZCTA5 14736,210,90500.0,14736
ZCTA5 14737,4071,56780.0,14737
ZCTA5 14738,3550,70000.0,14738
ZCTA5 14739,2494,51121.0,14739
ZCTA5 14740,1283,61111.0,14740
ZCTA5 14741,1957,76534.0,14741
ZCTA5 14742,104,,14742
ZCTA5 14743,2095,56397.0,14743
ZCTA5 14744,2186,82500.0,14744
ZCTA5 14747,2035,52902.0,14747
ZCTA5 14748,481,45000.0,14748
ZCTA5 14750,4411,67083.0,14750
ZCTA5 14752,171,92656.0,14752
ZCTA5 14753,929,44167.0,14753
ZCTA5 14754,633,60500.0,14754
ZCTA5 14755,2834,61346.0,14755
ZCTA5 14756,0,,14756
ZCTA5 14757,3112,63542.0,14757
ZCTA5 14760,17272,52569.0,14760
ZCTA5 14767,2156,62935.0,14767
ZCTA5 14769,849,60132.0,14769
ZCTA5 14770,2805,52683.0,14770
ZCTA5 14772,4431,78393.0,14772
ZCTA5 14774,322,,14774
ZCTA5 14775,2272,50061.0,14775
ZCTA5 14777,531,62768.0,14777
ZCTA5 14778,1428,,14778
ZCTA5 14779,6791,40933.0,14779
ZCTA5 14781,1859,65134.0,14781
ZCTA5 14782,2010,62292.0,14782
ZCTA5 14783,83,,14783
ZCTA5 14784,950,95227.0,14784
ZCTA5 14785,0,,14785
ZCTA5 14787,4863,47656.0,14787
ZCTA5 14788,95,,14788
ZCTA5 14801,5415,62422.0,14801
ZCTA5 14802,4627,44659.0,14802
ZCTA5 14803,1491,58537.0,14803
ZCTA5 14804,1501,74250.0,14804
ZCTA5 14805,723,54009.0,14805
ZCTA5 14806,2131,75368.0,14806
ZCTA5 14807,2865,64722.0,14807
ZCTA5 14808,470,36250.0,14808
ZCTA5 14809,2921,62868.0,14809
ZCTA5 14810,11412,48613.0,14810
ZCTA5 14812,2961,58516.0,14812
ZCTA5 14813,2465,68750.0,14813
ZCTA5 14814,2047,105625.0,14814
ZCTA5 14815,725,61875.0,14815
ZCTA5 14816,502,46417.0,14816
ZCTA5 14817,2811,86063.0,14817
ZCTA5 14818,1819,84946.0,14818
ZCTA5 14819,633,53750.0,14819
ZCTA5 14820,556,63750.0,14820
ZCTA5 14821,3015,76830.0,14821
ZCTA5 14822,826,64100.0,14822
ZCTA5 14823,3697,64614.0,14823
ZCTA5 14824,778,60417.0,14824
ZCTA5 14825,746,60900.0,14825
ZCTA5 14826,2134,69088.0,14826
ZCTA5 14827,0,,14827
ZCTA5 14830,18752,73831.0,14830
ZCTA5 14836,915,71487.0,14836
ZCTA5 14837,5633,68431.0,14837
ZCTA5 14838,2150,70000.0,14838
ZCTA5 14839,553,76250.0,14839
ZCTA5 14840,2514,84663.0,14840
ZCTA5 14841,827,65921.0,14841
ZCTA5 14842,930,69914.0,14842
ZCTA5 14843,12452,56004.0,14843
ZCTA5 14845,20552,76617.0,14845
ZCTA5 14846,978,67361.0,14846
ZCTA5 14847,2385,72981.0,14847
ZCTA5 14850,66495,69689.0,14850
ZCTA5 14853,2294,,14853
ZCTA5 14854,99,,14854
ZCTA5 14855,890,71458.0,14855
ZCTA5 14856,0,,14856
ZCTA5 14858,1405,75417.0,14858
ZCTA5 14859,1100,90833.0,14859
ZCTA5 14860,1079,75500.0,14860
ZCTA5 14861,1356,60000.0,14861
ZCTA5 14864,1144,63233.0,14864
ZCTA5 14865,2578,50227.0,14865
ZCTA5 14867,5188,67644.0,14867
ZCTA5 14869,996,81310.0,14869
ZCTA5 14870,10086,88514.0,14870
ZCTA5 14871,4497,76445.0,14871
ZCTA5 14872,596,60114.0,14872
ZCTA5 14873,1937,55038.0,14873
